Date,Transaction_Volume
2024-09-03,81.88750038298832
2024-09-04,80.14201793330419
2024-09-05,91.31042502304682
2024-09-06,83.51818848770728
2024-09-07,74.14268430909284
2024-09-08,83.94241563503223
2024-09-09,88.83090104067023
2024-09-10,82.21959695978298
2024-09-11,68.27705368889316
2024-09-12,72.2583464137748
2024-09-13,79.81824612800183
2024-09-14,68.75766763711974
2024-09-15,73.34511779036434
2024-09-16,73.85627656071979
2024-09-17,64.24181735676383
2024-09-18,67.51741262530314
2024-09-19,50.60107154914972
2024-09-20,60.73983151974432
2024-09-21,63.723016328490004
2024-09-22,57.947970023484466
2024-09-23,71.63355718553879
2024-09-24,55.69501825073611
2024-09-25,60.11469552173308
2024-09-26,62.537435552811964
2024-09-27,68.76244968652415
2024-09-28,54.15580424447145
2024-09-29,67.03900002820102
2024-09-30,61.27299120280147
2024-10-01,56.42422856159057
2024-10-02,63.863433025071664
2024-10-03,62.87962698603662
2024-10-04,59.32317846083275
2024-10-05,63.219175901120124
2024-10-06,61.59212851483146
2024-10-07,64.83334083471085
2024-10-08,68.41715841187687
2024-10-09,73.96550453169877
2024-10-10,60.8572394789337
2024-10-11,78.79756948360038
2024-10-12,59.52588816864261
2024-10-13,69.74131133558716
2024-10-14,74.70741841906617
2024-10-15,74.47939036090283
2024-10-16,71.30353299361715
2024-10-17,74.7437652998443
2024-10-18,74.70202596289613
2024-10-19,75.60861715194648
2024-10-20,84.18802329450035
2024-10-21,83.0962575368781
2024-10-22,79.19492822108978
2024-10-23,88.47360362033773
2024-10-24,86.78700382590851
2024-10-25,90.5397407645975
2024-10-26,90.79013937242436
2024-10-27,84.5972784718788
2024-10-28,86.96784464619569
2024-10-29,94.45104434292443
2024-10-30,94.62527534647484
2024-10-31,92.23512179297386
2024-11-01,93.59485504442702
2024-11-02,99.96326288146109
2024-11-03,91.07843919543141
2024-11-04,97.12506600552581
2024-11-05,93.62191412423795
2024-11-06,93.67669160953888
2024-11-07,100.27985534262834
2024-11-08,98.82313740203608
2024-11-09,98.56427992112096
2024-11-10,100.71758600737631
2024-11-11,93.88444416012626
2024-11-12,96.67795792134919
2024-11-13,91.10967075754266
2024-11-14,93.58391175003199
2024-11-15,90.52959836394
2024-11-16,90.80420940210296
2024-11-17,92.36271845870012
2024-11-18,84.29995567924352
2024-11-19,97.8016494444228
2024-11-20,81.21132635349764
2024-11-21,79.03408321730626
2024-11-22,89.730255852861
2024-11-23,86.71311653506122
2024-11-24,84.68043961193364
2024-11-25,83.50612563737754
2024-11-26,79.11682967831601
2024-11-27,73.52408519126203
2024-11-28,77.24968327398803
2024-11-29,72.38233921683764
2024-11-30,79.58731546719042
2024-12-01,72.97463642078978
2024-12-02,68.64343151639069
2024-12-03,70.29545411619172
2024-12-04,73.17613890122864
2024-12-05,67.58617414106462
2024-12-06,65.67718643718501
2024-12-07,70.48568201691184
2024-12-08,70.07108345740312
2024-12-09,65.99442478287159
2024-12-10,65.96379168094313
2024-12-11,69.37830100118083
2024-12-12,60.9873854464081
2024-12-13,61.31157229207862
2024-12-14,64.9888961785012
2024-12-15,67.85623858296361
2024-12-16,70.92867137942807
2024-12-17,77.30724318524736
2024-12-18,74.87734080541495
2024-12-19,70.5460062536455
2024-12-20,72.10044517862893
2024-12-21,68.12028158689515
2024-12-22,74.05909342329369
2024-12-23,73.80157494721712
2024-12-24,78.01874524712127
2024-12-25,73.48845625168886
2024-12-26,81.49163593319912
2024-12-27,87.87100644741571
2024-12-28,81.00900537915179
2024-12-29,84.93066865318461
2024-12-30,87.75649080611053
2024-12-31,83.68812679301587
2025-01-01,88.19835236636219
2025-01-02,88.51015588247297
2025-01-03,90.28106861034135
2025-01-04,87.24004771872943
2025-01-05,92.49793990184426
2025-01-06,96.08483901079643
2025-01-07,102.0108498971574
2025-01-08,100.64469502717041
2025-01-09,107.6329838774736
2025-01-10,93.96773596741743
2025-01-11,103.0159042801408
2025-01-12,100.32766733928689
2025-01-13,111.01855256558878
2025-01-14,96.58437502178619
2025-01-15,96.8779164475733
2025-01-16,98.42191948801654
2025-01-17,91.03163021448957
2025-01-18,99.14341773770148
2025-01-19,97.98628537783885
2025-01-20,102.43298572334628
2025-01-21,103.17963921915853
2025-01-22,110.53460359421994
2025-01-23,105.48487323147796
2025-01-24,97.3271933066708
2025-01-25,95.10312973817368
2025-01-26,101.34811422768196
2025-01-27,91.49645064044013
2025-01-28,106.3863763289185
2025-01-29,102.18727727530595
2025-01-30,92.94240493937475
2025-01-31,85.66617958014734
2025-02-01,99.89870138780772
2025-02-02,91.41694372504571
2025-02-03,97.01101801731672
2025-02-04,81.66346361497202
2025-02-05,85.44328435855819
2025-02-06,87.27141543334443
2025-02-07,86.29520148346302
2025-02-08,82.64464636135885
2025-02-09,86.87283640074132
2025-02-10,77.32218478709146
2025-02-11,80.89704347948259
2025-02-12,81.21454482704392
2025-02-13,82.25296459315437
2025-02-14,82.37776075466601
2025-02-15,72.41370955322081
2025-02-16,69.66842460581191
2025-02-17,83.12019104461817
2025-02-18,77.88214510793547
2025-02-19,72.06737534561256
2025-02-20,83.2590281364948
2025-02-21,75.88231751436834
2025-02-22,81.11051483762675
2025-02-23,75.57249478137557
2025-02-24,85.67086223800251
2025-02-25,84.3871251125404
2025-02-26,74.71888311799408
2025-02-27,81.28291635225281
2025-02-28,80.21866162004262
2025-03-01,84.50352802486715
2025-03-02,73.601958677792
2025-03-03,82.7156809826841
2025-03-04,85.5233725870674
2025-03-05,72.4640490413953
2025-03-06,76.44171227386484
2025-03-07,73.32840894079685
2025-03-08,83.40245960625181
2025-03-09,89.6121070358083
2025-03-10,94.8523090630871
2025-03-11,89.05929379504605
2025-03-12,98.20306491846128
2025-03-13,84.54405177225806
2025-03-14,84.3160571670339
2025-03-15,93.93788495388625
2025-03-16,97.50329665197643
2025-03-17,96.76209523730193
2025-03-18,87.89695711315738
2025-03-19,99.05416299167095
2025-03-20,94.19132533122061
2025-03-21,105.21596013383116
2025-03-22,104.7866742574163
2025-03-23,99.26518061739127
2025-03-24,102.32416037404487
2025-03-25,100.43817828210062
2025-03-26,106.16790801449388
2025-03-27,111.90554612633616
2025-03-28,102.74710692169558
2025-03-29,110.63590406941998
2025-03-30,105.79579625438248
2025-03-31,104.70386402185795
2025-04-01,108.24302230252366
2025-04-02,103.60060712047691
2025-04-03,105.89663847289543
2025-04-04,102.45452729586216
2025-04-05,117.93989299820043
2025-04-06,107.86139980464063
2025-04-07,103.65564731949777
2025-04-08,107.59839888779045
2025-04-09,105.25147381823716
2025-04-10,103.90929491687807
2025-04-11,107.20906377380133
2025-04-12,106.98013030074138
2025-04-13,99.53245485633516
2025-04-14,98.2444390821224
2025-04-15,98.64163522066866
2025-04-16,87.36437352668884
2025-04-17,90.12802972379353
2025-04-18,103.35068095515385
2025-04-19,103.54532178940039
2025-04-20,92.88091628355487
2025-04-21,95.82551415825154
2025-04-22,93.33613071711055
2025-04-23,106.04129814251777
2025-04-24,95.15077047640484
2025-04-25,87.86713210969366
2025-04-26,82.73914397535651
2025-04-27,78.55910430253935
2025-04-28,86.75509124054295
2025-04-29,81.18145360668747
2025-04-30,77.16283338247945
2025-05-01,80.44342118868744
2025-05-02,77.76716938315766
2025-05-03,91.21011654179425
2025-05-04,86.88666745864138
2025-05-05,82.25013702585832
2025-05-06,89.610835782726
2025-05-07,82.62995328346346
2025-05-08,78.08004451805712
2025-05-09,90.25644542326378
2025-05-10,85.69956500803706
2025-05-11,78.29081314322637
2025-05-12,83.10242755875606
2025-05-13,80.3545832903412
2025-05-14,78.59438139065746
2025-05-15,91.00707920583244
2025-05-16,96.87746229098369
2025-05-17,81.37173404732246
2025-05-18,92.28665118882405
2025-05-19,87.39135831550803
2025-05-20,89.43924975537644
2025-05-21,90.19233104389343
2025-05-22,90.15410375207432
2025-05-23,96.06767065647499
2025-05-24,93.04324788439637
2025-05-25,99.9356698158194
2025-05-26,99.72046143047912
2025-05-27,100.15846352998865
2025-05-28,98.18067901018792
2025-05-29,101.17425296730312
2025-05-30,109.1397644235942
2025-05-31,109.1282061098511
2025-06-01,102.94412167028408
2025-06-02,109.47604564323052
2025-06-03,113.81520842185589
2025-06-04,102.71424078881758
2025-06-05,114.69843491616894
2025-06-06,109.50013438419185
2025-06-07,116.40365716417752
2025-06-08,110.37280845231602
2025-06-09,105.70013702227816
2025-06-10,107.01601925560186
2025-06-11,115.71460734434476
2025-06-12,116.98284737799527
2025-06-13,111.26145853770844
2025-06-14,118.96354461185835
2025-06-15,107.34006188340238
2025-06-16,115.0855077182162
2025-06-17,109.0226682768875
2025-06-18,111.37723268027628
2025-06-19,114.33288122488624
2025-06-20,109.15883210010104
2025-06-21,110.8140956707864
2025-06-22,116.96136331301437
2025-06-23,108.16222101360762
2025-06-24,114.27294708323959
2025-06-25,103.43256539422688
2025-06-26,110.6637768948157
2025-06-27,114.11192799897854
2025-06-28,93.39982228317064
2025-06-29,100.6013804153583
2025-06-30,106.28229640305732
2025-07-01,101.18559444562688
2025-07-02,102.86283565835777
2025-07-03,96.80543954091556
2025-07-04,99.09803392602768
2025-07-05,96.75720540017694
2025-07-06,102.28489372923747
2025-07-07,96.67716681092331
2025-07-08,96.10928302935297
2025-07-09,91.44323646959765
2025-07-10,90.21861909329236
2025-07-11,89.72755884190644
2025-07-12,93.18238256383512
2025-07-13,88.5168068729496
2025-07-14,91.57912740909053
2025-07-15,100.11705895216457
2025-07-16,93.8103679774627
2025-07-17,87.64703496594842
2025-07-18,95.21538036787187
2025-07-19,87.21205850495419
2025-07-20,79.21629649779909
2025-07-21,84.6318965946743
2025-07-22,80.69344516857858
2025-07-23,88.77250993515075
2025-07-24,91.2095673100519
2025-07-25,100.18813755312325
2025-07-26,94.22574260311664
2025-07-27,92.37232090114725
2025-07-28,98.57733647293526
2025-07-29,84.41645166469473
2025-07-30,97.76433369653112
2025-07-31,101.61947420840879
2025-08-01,91.60781982694098
2025-08-02,106.0033793661009
2025-08-03,103.30038610719672
2025-08-04,100.88508501584005
2025-08-05,107.50004366187383
2025-08-06,117.07570540788439
2025-08-07,108.01959868072491
2025-08-08,109.73172432979217
2025-08-09,107.55696376580015
2025-08-10,106.9410790648895
2025-08-11,116.64268892126259
2025-08-12,109.46653236105435
2025-08-13,115.30734585319631
2025-08-14,113.70219721277384
2025-08-15,119.55700230350422
2025-08-16,119.82543858338434
2025-08-17,124.2565846496522
2025-08-18,117.34123580862314
2025-08-19,119.26965915604298
2025-08-20,116.35352476462594
2025-08-21,119.55082835227861
2025-08-22,124.07720586927351
2025-08-23,126.28511929314475
2025-08-24,118.08830179804642
2025-08-25,127.13482548114862
2025-08-26,129.54142991239866
2025-08-27,124.69652488513034
2025-08-28,131.77081105503322
2025-08-29,118.16925280348659
2025-08-30,115.36347837617726
2025-08-31,112.1429544175786
2025-09-01,127.87262916457239
2025-09-02,122.9316310045027
2025-09-03,118.56696934953723
2025-09-04,119.35428340826259
2025-09-05,111.36832375349658
2025-09-06,128.20546874598858
2025-09-07,115.55164408877236
2025-09-08,114.33789615111115
2025-09-09,116.27068169664014
2025-09-10,113.87260707838811
2025-09-11,111.39691005901416
2025-09-12,105.1288112603426
2025-09-13,110.24557770343108
2025-09-14,116.11833882327304
2025-09-15,112.2776983232017
2025-09-16,112.39062128431279
2025-09-17,100.78347971227923
2025-09-18,97.35595265019631
2025-09-19,100.69741050305299
2025-09-20,100.6932584769304
2025-09-21,105.04728215344335
2025-09-22,90.3560303330573
2025-09-23,105.79481228729063
2025-09-24,96.77810320970887
2025-09-25,94.95220489903554
2025-09-26,91.64622919486074
2025-09-27,88.1578147344409
2025-09-28,100.38125611343894
2025-09-29,96.57520660691394
2025-09-30,89.81306877082307
2025-10-01,89.95308889414245
2025-10-02,95.02600511399837
2025-10-03,105.43597900347284
2025-10-04,96.2862019358624
2025-10-05,90.66612650832108
2025-10-06,97.65147949017108
2025-10-07,98.31112976641477
2025-10-08,87.07588060543402
2025-10-09,101.25955754540904
2025-10-10,101.42573542588075
2025-10-11,107.18239657403905
2025-10-12,114.13107329410903
2025-10-13,111.75993343383742
2025-10-14,106.07086879230515
2025-10-15,103.20942443714794
2025-10-16,122.96499569117155
2025-10-17,111.77047740720737
2025-10-18,112.93076221712796
2025-10-19,114.12818062761544
2025-10-20,116.61829065932912
2025-10-21,116.26697084165495
2025-10-22,115.45382371302827
2025-10-23,116.8844687292123
2025-10-24,120.70598234637856
2025-10-25,119.34939127266475
2025-10-26,119.63666192803618
2025-10-27,124.79731827496376
2025-10-28,123.97726964176127
2025-10-29,133.67520705777108
2025-10-30,113.71358563576607
2025-10-31,133.14394342879046
2025-11-01,134.53497419884448
2025-11-02,118.45202453890579
2025-11-03,127.5131473653567
2025-11-04,127.66785959526827
2025-11-05,122.6753499651516
2025-11-06,125.90035375092944
2025-11-07,124.20191566513161
2025-11-08,138.37130381314054
2025-11-09,134.03508744003432
2025-11-10,135.35539502981683
2025-11-11,132.14446278773934
2025-11-12,122.33102450556407
2025-11-13,124.70042984572578
2025-11-14,129.0287813037281
2025-11-15,119.64849120955213
2025-11-16,128.42650973613513
2025-11-17,122.69482020748471
2025-11-18,120.99769256579617
2025-11-19,125.3506854738969
2025-11-20,122.89873123065989
2025-11-21,117.7205692462428
2025-11-22,124.1457562335083
2025-11-23,111.75266507767499
2025-11-24,119.0412573424122
2025-11-25,117.73500119353227
2025-11-26,112.04355916135364
2025-11-27,114.06709358487058
2025-11-28,105.05862489202835
2025-11-29,114.8537636548782
2025-11-30,108.27896007857586
2025-12-01,105.61846499427588
2025-12-02,112.57242712829863
2025-12-03,102.97508433109785
2025-12-04,98.70491801472797
2025-12-05,97.30177797478834
2025-12-06,107.54558033727412
2025-12-07,97.64183796655851
2025-12-08,112.44847080031053
2025-12-09,93.00088493046117
2025-12-10,111.73703536052574
2025-12-11,104.26412123090155
2025-12-12,102.79085982219213
2025-12-13,100.72655994441685
2025-12-14,105.73430528380925
2025-12-15,103.94723857182105
2025-12-16,110.15579403277091
2025-12-17,105.81835270377985
2025-12-18,106.70691001922363
2025-12-19,104.94123912693269
2025-12-20,107.36892801706664
2025-12-21,110.17155109708855
2025-12-22,101.13856222441954
2025-12-23,104.07618158958817
2025-12-24,115.72431708651311
2025-12-25,114.10826688245
2025-12-26,113.62648427236518
2025-12-27,115.96866774715002
2025-12-28,118.97297787288807
2025-12-29,115.91394322559367
2025-12-30,116.10847637298839
